"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","DelIn2Yr"
0.002281516,43,1,0.178974394,7,0,2,0,"0"
0.001349153,49,0,0.612573885,7,0,1,0,"0"
0.112427367,59,0,0.33521178,14,0,1,0,"0"
0.350792557,73,0,0.384598604,11,0,1,0,"0"
0.103972693,67,0,22.23762376,8,0,1,0,"0"
0.66941891,54,0,0.333422217,10,0,2,0,"0"
0.9999999,47,0,0.362674726,2,1,0,0,"0"
0.16256712,49,0,0.5604036,7,0,1,0,"0"
0.019393594,63,0,3582,8,0,1,0,"0"
0,50,0,0.18130803,14,0,1,0,"0"
0.009901315,80,0,717,11,0,2,0,"0"
0.721859938,57,0,2733,7,0,1,0,"0"
0.119883523,70,0,0.030440709,4,0,0,0,"0"
0.146769624,56,0,0.613134077,9,0,2,0,"0"
0.096817197,54,0,0.104514533,2,0,1,0,"0"
0.174661699,50,0,0.551765513,17,0,2,0,"0"
0.9999999,34,0,0,0,1,0,0,"0"
0.361381002,30,0,113,5,0,0,0,"0"
0.314108336,68,0,0.434485241,5,0,2,0,"0"
0.597322952,42,0,0.138962035,11,0,2,0,"0"
0.024173493,61,0,0.085673146,4,0,1,0,"0"
0.412404873,75,0,0.186703029,14,0,1,0,"0"
0,67,0,0,8,0,0,0,"0"
0.9999999,32,0,0,4,0,0,0,"0"
0,50,0,0.381284022,10,0,3,0,"0"
0.832010181,72,2,0.660350545,11,1,0,0,"1"
0.64411801,29,0,0.524495101,9,0,2,0,"0"
0.445662652,72,0,0.519246792,8,0,2,0,"0"
0.827089721,62,0,0.223764575,3,0,1,2,"1"
1.00179964,38,3,2.934065934,7,0,2,1,"1"
0.038357064,62,0,4142,8,0,4,0,"0"
0.410258255,30,0,0.175561097,3,0,0,0,"0"
0.055944439,44,0,0.028029397,7,0,0,0,"0"
0.079321709,65,0,0.022127433,3,0,0,0,"0"
0.043579239,50,1,0.386838757,10,0,1,0,"0"
0.26812198,42,0,0.030848329,2,0,0,0,"0"
0.05775769,86,0,43,2,0,0,0,"0"
0,61,0,0.317811979,12,0,1,0,"0"
0.139236091,32,0,0.359475082,11,0,2,0,"0"
0.877462872,74,3,0.515810662,12,0,1,0,"0"
0.006620233,87,0,0.00036357,1,0,0,0,"0"
0.010468992,79,0,0.003498251,8,0,0,0,"0"
0.072829287,81,0,0.470286885,3,0,0,0,"0"
0.01059947,67,0,1044,2,0,1,0,"0"
0.99540046,42,0,1.156682028,11,0,2,0,"0"
0.002890708,73,0,0.054135124,10,0,0,0,"0"
0.078755189,42,0,0.689517281,6,0,1,0,"0"
0.110760711,29,0,0.646658152,6,0,2,0,"0"
0.35932034,26,0,0.196436332,2,0,0,0,"0"
0.229484886,68,0,1243,4,0,1,0,"0"
0.040605643,63,0,0.173819412,7,0,1,0,"0"
0.011666059,64,0,0.423905799,6,0,2,0,"0"
0.073985203,30,0,0.030351723,2,0,0,0,"0"
0.9999999,52,0,0.263610982,1,0,1,0,"0"
0.214947849,45,0,0.34085213,10,0,1,0,"0"
0.022441221,33,0,838,12,0,1,0,"0"
0.287609786,73,0,0.761699064,45,0,3,0,"0"
0.109578084,51,0,0.002962414,3,0,0,0,"0"
0.025537479,54,0,0.317709795,4,0,1,0,"0"
0.000409072,50,0,0.132111402,7,0,1,0,"0"
0.955770208,47,1,0.359375,7,0,0,0,"0"
1.035953551,45,2,0.26094781,6,1,1,1,"1"
0,40,0,0.382923415,20,0,2,0,"0"
0.056658867,44,0,0.652668416,9,0,2,0,"0"
0.041238349,90,0,0.011180802,9,0,0,0,"0"
0,49,0,0.329218983,7,0,1,0,"0"
0.145415223,57,0,0.162832657,6,0,0,0,"0"
0.050684397,32,0,2004,19,0,1,0,"0"
0.504743053,80,0,1.044591082,19,0,1,0,"0"
0.392787858,53,0,0.848973405,8,0,1,1,"0"
0.620474407,41,0,0.003570518,2,0,0,0,"1"
0.102070984,63,0,2.836327345,10,0,1,0,"0"
0.079692187,49,0,0.309409034,4,0,1,0,"0"
0,74,0,0.109285127,8,0,0,0,"1"
0.027119487,56,0,2395,17,0,1,0,"0"
0.059673508,58,0,71,2,0,0,0,"0"
0.002068252,23,0,0,2,0,0,0,"0"
0.012969357,39,0,0.20156894,13,0,1,0,"0"
0.9999999,21,0,307,0,0,0,0,"1"
0.008162623,65,0,0.361165049,11,0,2,0,"0"
0.019403149,67,0,0.081153141,6,0,1,0,"0"
0.36717017,70,0,2673,15,0,2,0,"0"
0.05254939,73,0,0.250937266,10,0,0,0,"0"
0.654213831,60,0,2.00059988,7,0,0,0,"0"
0.500077949,70,0,3837,8,1,1,0,"0"
0.099132456,69,0,163.5,8,0,0,0,"0"
0.583780541,58,0,0.375398724,7,0,2,0,"0"
0.215920278,67,0,0.344310401,9,0,4,0,"0"
0,36,0,0.385833004,6,0,1,0,"0"
0.331686578,56,0,0.427075067,15,0,1,0,"0"
0.00987775,38,0,0.229978097,10,0,1,0,"0"
0.798149636,41,0,0.806585789,10,0,2,0,"0"
1.01998002,47,2,722,9,0,0,0,"1"
1.051809262,48,3,0.363626264,10,0,2,0,"0"
0,65,0,0.566248257,12,0,0,0,"0"
0.25554889,34,0,0.129829614,7,0,0,0,"0"
0.286112189,69,0,0.093703148,4,0,0,0,"0"
0.192353469,75,0,1.262275801,12,0,1,0,"0"
0.180583986,56,0,0.29379562,8,0,1,0,"0"
0.197629177,60,0,0.486359092,14,0,1,0,"0"
0.000999875,36,0,0.268669406,5,0,1,0,"0"
0.969458247,30,0,0.130967258,2,0,0,0,"1"
0.966347564,59,0,0.173223791,10,0,0,0,"0"
0.08664451,48,0,0.097285068,5,0,0,0,"0"
0.046117665,55,0,2262,7,0,1,0,"0"
0.999796085,53,0,0.37924966,9,0,2,0,"1"
0.574249405,66,0,0.268244898,14,0,2,0,"1"
0.00338039,61,1,1.279191308,17,0,4,0,"0"
0.065139755,65,0,0.36868858,8,0,2,0,"0"
0.040533711,49,0,0.167566487,9,0,1,0,"0"
0,63,0,0,2,0,0,0,"0"
0.265760748,56,0,0.24980784,3,0,0,0,"0"
1.005912529,63,2,0.655241487,8,0,2,0,"0"
0.108195877,60,0,0.042139712,12,0,1,0,"0"
0.022975049,61,0,0.27760765,8,0,2,0,"0"
0.053660343,53,0,0.005427796,6,0,0,0,"0"
0.02159892,44,0,2296,5,0,1,0,"0"
0.171545145,50,0,0.31861338,6,0,1,0,"0"
0,62,0,5935,6,0,1,0,"0"
0,63,0,0,2,0,0,0,"0"
0.910363571,43,3,0.186156174,12,0,3,1,"0"
0.983825908,39,2,0.054780254,2,0,0,0,"0"
0.03390872,47,1,0.680617496,13,0,6,0,"0"
0.807549677,54,1,1775,9,0,0,0,"0"
0,39,0,0.068827598,5,0,0,0,"0"
0.581970603,42,0,0.25980682,4,0,0,0,"0"
0.9999999,31,1,0.149875104,5,1,0,3,"1"
0,38,0,0,4,0,0,0,"0"
0.042568026,81,0,0.019149535,3,0,0,0,"0"
0.9999999,54,1,0.206721715,10,0,1,0,"0"
0.420509137,40,1,0.444017141,18,0,2,0,"0"
0.830751882,50,1,4165,24,0,1,0,"0"
0.190532516,43,0,0.237176282,10,0,2,0,"0"
0.022152142,61,0,0.359631308,5,0,1,0,"0"
0.311672082,24,0,0.643930636,4,0,0,0,"0"
1.205801646,61,3,0.178360883,12,0,1,0,"1"
0.075769283,61,0,2393,5,0,2,0,"0"
0.19393144,48,0,0.449770015,9,0,4,0,"0"
0.00503367,78,0,0.002749313,4,0,0,0,"0"
0.043089396,51,0,0.114016288,9,0,0,0,"0"
0.007905511,62,0,12,6,0,0,0,"0"
0.019999206,55,0,14,4,0,0,0,"0"
0.086101901,61,0,0.179259652,16,0,2,0,"0"
0.308634239,46,0,2350,5,0,2,0,"0"
0.022158227,72,0,0.001666389,8,0,0,0,"0"
0.9999999,54,2,0.458894922,10,0,2,0,"0"
0.882078614,26,0,0.029313791,3,0,0,0,"1"
0,50,0,0,1,0,0,0,"0"
0,42,0,0.618470289,11,0,2,0,"0"
0.370077477,63,0,0.294135293,19,0,2,0,"0"
0.061497966,58,0,0.463897132,16,0,2,0,"0"
0.009681633,81,0,0.014708728,21,0,0,0,"0"
0.304376805,70,0,101,5,0,0,0,"0"
0.088002456,48,0,2131,9,0,1,0,"0"
0.607296777,35,0,0.360056135,11,1,1,0,"0"
0.099090703,48,0,0.355822089,9,0,1,0,"0"
0.247857328,25,1,0.115561118,7,0,0,0,"0"
0.038539905,63,0,0.267066552,2,0,2,0,"0"
0.9999999,56,0,0,3,0,0,0,"0"
0.198600108,44,0,0.731701346,4,0,1,0,"0"
0.492075858,64,0,0.720909886,24,0,2,0,"0"
0.9999999,45,2,0.396189062,3,2,1,3,"0"
0.101457971,48,0,0.179646819,7,0,2,0,"0"
0.115243785,58,0,0.337742023,11,0,1,0,"0"
0.021348933,50,0,12,2,0,0,0,"0"
0.038703931,65,0,0.005538121,7,0,0,0,"0"
0.022588112,48,1,0.369837189,22,0,2,0,"0"
0.162020536,48,0,0.353036045,9,0,2,0,"0"
0.9999999,58,0,0.049995,4,0,0,0,"0"
0.134699406,56,3,0.538992892,18,0,4,0,"0"
0.016326711,58,0,0.235583371,5,0,1,0,"0"
0.332547324,42,3,0.304649742,10,0,2,0,"1"
0,91,0,18,5,1,0,1,"1"
0.9999999,74,1,259,2,0,0,0,"0"
0.192085096,61,0,0.362802768,12,0,1,0,"0"
0.344327836,38,0,0.00294083,3,0,0,0,"0"
0.018019527,73,0,0.013997201,10,0,0,0,"0"
0.396807783,79,0,0.65738758,8,0,0,0,"0"
0,34,1,0.403435711,8,0,1,0,"0"
0.064096818,76,0,0.065555958,17,0,1,0,"0"
0.073567646,64,0,0.341530864,11,0,3,0,"0"
0.189520699,43,0,0.125742884,2,0,0,0,"0"
0.277786935,41,0,1.079971439,4,0,2,0,"0"
0.719171233,59,0,1.047882136,7,0,2,0,"0"
0.9999999,69,1,526,1,0,1,0,"0"
0.268514798,43,0,0.743851387,7,0,2,0,"0"
0.020256688,49,0,0.258157114,6,0,1,0,"0"
0.218954125,61,0,0.359832197,18,0,2,0,"0"
0.021248672,89,0,0.001817851,7,0,0,0,"0"
0.9999999,81,0,0.116057,2,0,2,0,"0"
1.34620506,74,1,0.124943208,5,3,0,1,"1"
0.134074637,44,0,0.445294118,13,0,2,0,"0"
0.456534557,45,0,0.561339487,12,0,4,0,"0"
0,40,0,1466,7,0,2,0,"0"
0.041039715,54,1,0.184930411,9,0,2,0,"0"
0.092664431,52,0,0.287782116,28,0,2,0,"0"
0.9999999,91,0,0.431034483,6,0,1,0,"0"
0.057310801,60,0,2767,15,0,1,0,"0"
0.9999999,35,0,456,2,1,0,0,"1"
0.036805726,60,0,0.069069695,9,0,0,0,"0"
0.315445637,31,0,0.236480496,3,0,1,0,"0"
0.9999999,45,0,0.032428927,1,0,0,0,"0"
0.178719541,49,0,1.221837755,7,0,1,1,"0"
0.003424914,53,0,0.099387237,3,0,1,0,"0"
0.924597106,34,1,0.259427533,4,0,0,1,"0"
0.342950105,60,0,0.343165683,9,0,2,0,"0"
0.9999999,35,0,623,4,0,0,0,"0"
0.604263824,34,6,0.013923599,12,4,0,0,"1"
0.005666457,27,0,523,4,0,0,0,"0"
0.031499171,55,0,2.249861188,11,0,5,0,"0"
0.011001415,83,0,20,9,0,0,0,"0"
0.196713197,39,0,0.315514993,5,0,0,0,"0"
1.053259962,36,0,0.420687261,7,0,0,0,"0"
0.28517858,33,0,907,11,0,0,0,"0"
0.67155509,27,0,0.062423997,6,0,0,0,"0"
0.370555219,51,0,2761,12,0,2,0,"0"
0.510998842,44,1,0.166943798,8,0,0,0,"0"
0.00768331,59,0,1878,5,0,2,0,"0"
1.550898204,51,2,0.27125448,5,0,2,2,"1"
0.889239196,45,0,0.313833756,8,0,1,0,"0"
0.902245147,53,3,0.767715175,16,0,0,0,"0"
0.043247838,79,0,25,5,0,0,0,"0"
0.06295648,52,0,0.203207999,10,0,1,0,"0"
0,48,0,0.00951212,3,1,0,0,"0"
0.889334671,43,0,0.39854192,9,0,1,0,"0"
0.048655753,53,0,0.216684077,9,0,1,0,"0"
0.096118717,63,0,0.551084951,14,0,1,0,"0"
0.9999999,55,0,0.345133403,7,0,2,0,"0"
0.088125842,40,0,1.340770791,8,0,3,0,"0"
0.172198488,64,0,0.106275749,4,0,1,0,"0"
0.036723573,44,0,0.735874379,7,0,5,0,"0"
0.463225562,43,0,0.187544636,6,0,0,0,"0"
0,37,0,0.262573743,9,0,1,1,"0"
0.236607346,53,0,0.641124429,22,0,1,0,"0"
0.700136828,25,0,0.828698554,6,0,0,0,"0"
0.149050026,36,0,0.483293336,6,0,1,0,"0"
0.314648914,35,0,0.479147481,12,0,1,0,"0"
0.016675574,68,0,18.05205709,15,0,1,0,"0"
0.030525732,92,0,0.013424736,10,0,0,1,"0"
0.454246478,45,0,0.265373628,8,0,2,0,"0"
0.079271784,36,0,2329,4,0,1,0,"0"
0.149615636,63,0,0.297748259,19,0,2,0,"0"
0,66,0,4629,9,0,2,0,"0"
0.071226751,50,0,0.183836345,9,0,1,0,"0"
0.002426602,86,0,0.000666445,4,0,0,0,"0"
0.189928747,29,0,0.332159339,7,0,1,0,"0"
0.998760598,56,2,1.058420226,11,0,2,0,"0"
0.04475125,27,1,525,2,0,0,0,"0"
0.334428227,59,0,0.377220077,3,0,1,0,"0"
0.507815961,39,2,0.346723404,10,0,1,0,"0"
0.434922911,43,2,1.239349149,13,0,6,0,"1"
0.9999999,38,0,0.322415266,6,0,1,0,"0"
0.355574544,55,0,3184,16,0,2,0,"0"
0.008867272,58,0,0.256641604,10,0,1,0,"0"
0.848605578,40,0,0.003331483,1,0,0,0,"0"
0.002066598,59,0,0.267273701,8,0,2,0,"0"
0,30,0,1.825304394,6,0,2,0,"0"
0.548278263,60,1,0.288193531,12,0,2,0,"0"
0.033499015,44,1,0.264764698,10,0,1,0,"0"
0,47,0,0,6,0,0,0,"0"
0.9999999,28,0,0.009456265,0,1,0,0,"0"
0.082348097,68,0,0.254365983,13,0,0,0,"0"
0.005688826,40,0,14,8,0,0,0,"0"
0.034431692,78,0,0.000313922,3,0,0,0,"0"
0.017891228,51,0,1485,7,0,2,0,"0"
0.186249197,35,0,0.489893501,8,0,1,0,"0"
0.9999999,61,3,203,1,0,0,4,"1"
0.074785043,84,0,13,1,0,0,0,"0"
0,82,0,1143,5,0,2,0,"0"
0.100866017,55,0,0.384394808,18,0,1,0,"0"
0.084087751,58,3,3975,18,0,2,0,"0"
0.071079499,47,0,0.297662756,7,0,2,0,"0"
0.47715736,51,2,0.194975902,6,2,1,3,"0"
0.9999999,57,0,0.36315921,3,1,1,1,"1"
0.03009699,59,0,0.075240534,3,0,1,0,"0"
0.247295556,59,0,0.167680043,10,0,1,0,"0"
0.185101862,40,2,2983,6,0,1,0,"0"
0.110720172,54,0,0.134628117,7,0,0,0,"0"
0.417881564,51,2,0.10456155,4,0,0,0,"0"
0.00100292,84,0,0,10,0,0,0,"0"
0.021019683,65,0,4143,20,0,2,0,"0"
0,78,0,0.041020338,7,0,0,0,"0"
0.018805287,61,0,0.13677096,6,0,1,0,"0"
0.178620491,64,0,0.041489628,10,0,0,0,"0"
0.959760015,60,0,0.218668276,3,0,0,0,"0"
0.43003413,54,0,8.701195219,3,2,2,0,"0"
0.005391893,68,0,0.006806028,1,0,0,0,"0"
0,70,0,0.2171166,10,0,2,0,"0"
0.006794582,87,0,351,17,0,0,0,"0"
0.491662708,72,0,0.208543317,11,0,0,0,"0"
0.015739685,44,0,0.333485152,9,0,1,0,"0"
1.205980066,33,1,0.211738003,4,0,0,0,"1"
0.316787329,30,0,0.263085669,7,0,0,0,"0"
0.136149924,32,0,0.099816007,8,0,0,0,"0"
0.92704265,48,4,0.412820162,7,0,2,2,"1"
0.236038682,67,0,141,3,0,0,0,"0"
0.210791568,76,0,158,2,0,0,0,"0"
0.896394159,68,2,0.56183687,18,0,1,0,"0"
0.008541518,64,0,0.176182382,5,0,1,0,"0"
0.140350877,40,0,0.188382796,4,0,1,0,"0"
0.021699048,70,0,0.018664889,19,0,0,0,"0"
0.114464916,43,0,0.277103271,5,0,1,0,"0"
0.018352221,50,0,0.268368449,9,0,2,0,"0"
0.803863299,35,0,0.46644876,7,0,1,0,"0"
0.188767216,41,0,0.228369551,10,0,2,0,"0"
0.090521264,30,0,0.146425073,5,0,0,0,"0"
0.9999999,63,0,0,1,0,0,0,"0"
1.026986094,32,0,0.371439351,11,0,0,0,"0"
0.001970103,57,0,0.425467188,15,0,2,0,"0"
0.237732712,30,0,558,8,0,0,0,"0"
0.836186107,49,2,1435,9,0,1,0,"0"
0.842572062,49,1,0.646370726,5,0,1,0,"1"
0.9999999,38,0,0,0,0,0,0,"0"
0.263698174,54,0,2214,9,0,1,0,"0"
0.385584887,48,0,0.599820949,6,0,1,0,"0"
0.071221854,68,0,0.531362007,9,0,1,0,"0"
0.44815786,44,0,0.40819788,11,0,2,0,"0"
0.691124442,41,0,2.039388595,8,0,1,0,"0"
0.9999999,21,98,0,0,98,0,98,"0"
0.051706056,35,0,1417,4,0,1,0,"0"
0.295467986,29,0,0.315789474,6,0,0,0,"0"
0.011996001,77,0,0.002249438,3,0,0,0,"0"
0.585307596,68,1,0.762542403,11,0,1,0,"0"
0.948731287,54,0,0.191696029,8,0,2,0,"0"
0.18218096,45,0,3600,10,0,1,0,"0"
0.08599181,60,0,0.009522298,3,0,0,0,"0"
0.001623008,62,0,4,11,0,0,0,"0"
0.018492477,59,0,0.319322415,14,0,3,0,"0"
0.000520637,40,0,0.296595858,10,0,1,0,"0"
0.009877228,43,0,0.163427562,16,0,0,0,"0"
0.090932476,58,0,0.325709286,11,0,2,0,"0"
0.493429371,31,0,0.476125043,15,0,0,0,"0"
0.016828466,76,0,0.006248438,4,0,0,0,"0"
0.537332084,42,2,844,6,0,1,0,"1"
0.286064618,36,0,0.33501187,18,0,2,1,"0"
0.124819448,47,0,0.239338862,12,0,3,0,"0"
1.031357236,30,0,685,7,0,0,0,"1"
0.06697405,69,0,0.013769598,8,0,0,0,"0"
0.427821728,43,0,0.448546377,11,0,1,0,"0"
0.9999999,53,0,0,0,0,0,0,"0"
0.04313389,44,0,0.334423549,6,0,2,0,"0"
0.490185912,26,0,0.474153298,6,0,0,0,"0"
0.9999999,46,0,976,3,0,0,0,"0"
0.050499479,77,1,0.239030702,18,1,1,0,"0"
0.008373643,65,0,0.001384402,4,0,0,0,"0"
0.942500491,31,1,0.199777338,9,0,0,0,"0"
0.087969745,59,0,1029,6,0,0,0,"0"
0.018004272,41,1,0.293356342,5,0,1,0,"0"
0.000823856,66,0,0.278417735,16,0,1,0,"0"
0.632564394,33,0,1.154429507,9,0,3,0,"0"
0.024512732,62,0,0.745496009,17,0,2,0,"0"
0.075814237,52,0,0.169112053,13,0,2,0,"0"
0.766222578,31,0,2349,12,0,1,0,"0"
0.058539555,60,0,0.487168092,23,0,1,0,"0"
0.05277585,69,0,0.139791634,9,0,1,0,"0"
0.192004208,31,0,0.258161866,5,0,0,0,"0"
1.575452716,50,0,0.567786222,9,0,1,0,"0"
0.284541235,27,0,574,6,0,0,0,"0"
0.360102494,36,0,370,6,0,0,0,"0"
0.069276142,64,0,0.32071232,18,0,6,0,"0"
0.709895574,59,0,0.533946138,17,0,2,0,"0"
0.9999999,47,0,0.346636674,5,0,3,0,"0"
0.100108468,47,0,0.19255309,25,0,2,0,"0"
0.9999999,73,0,0,1,0,0,0,"0"
0.018866247,64,0,25,4,0,0,0,"0"
0.391731619,59,0,0.488936284,12,0,0,0,"0"
0,53,0,1311,4,0,1,0,"0"
0.207278589,75,0,1.655672164,9,0,2,0,"0"
0.10359741,81,0,124,2,0,0,0,"0"
0.048876639,63,0,0.209462413,11,0,2,0,"0"
0.009050963,72,0,0.001801261,6,0,0,0,"0"
0.044398731,64,0,0.106960604,3,0,1,0,"0"
0.653027462,36,0,0.475603903,7,0,1,0,"0"
0.860227954,26,0,0.331077564,4,0,0,0,"0"
0.336719356,39,0,0.103375527,6,0,0,0,"0"
0.326673327,43,0,0.139953349,6,0,0,0,"0"
0.516929396,50,0,1.221259285,24,0,2,0,"0"
0.592044752,55,0,0.523805861,16,0,3,0,"0"
0.330626775,62,0,249,2,0,0,0,"0"
0.049020976,65,0,0.313958139,4,0,1,0,"0"
0.022776372,67,0,14,6,0,0,0,"0"
0.011616774,73,0,0.001523664,8,0,0,0,"0"
0,34,0,0,4,0,0,0,"0"
0,48,4,0.100707092,10,0,0,0,"0"
0.031138236,65,0,0.405078125,9,0,0,0,"0"
0.01552069,77,0,0.003554766,3,0,0,0,"0"
0.012075994,88,0,4,5,0,0,0,"0"
0.405189621,25,0,0.133993148,2,0,0,0,"0"
0.281171243,70,0,0.015814937,13,0,0,0,"0"
0.009943382,88,0,10,4,0,0,0,"0"
0.029818379,40,1,0.342885375,5,0,2,0,"0"
0.011201816,45,0,0.488265519,14,0,3,0,"0"
0.056576466,50,0,0.335120643,6,0,1,0,"0"
0.166307106,61,0,0.289674952,11,0,1,0,"0"
0.808845349,57,0,0.453161681,14,0,3,0,"0"
0.072659956,37,0,0.219187979,7,0,2,0,"0"
0.386939695,65,0,0.358786398,13,0,1,0,"0"
0.003982213,56,0,1489,5,0,1,0,"0"
0.063550786,56,1,0.371518355,13,0,3,0,"0"
0.058788279,65,0,0.227888523,14,0,2,0,"0"
0.290163138,48,0,0.297725558,4,0,1,0,"0"
0.066050432,47,0,0.914856946,23,0,3,0,"0"
0.107187791,39,0,0.402061856,9,0,1,0,"0"
0.745771726,58,0,0.466712111,7,0,1,0,"0"
0.018641515,60,0,21,4,0,0,0,"0"
0.9999999,54,0,0.027894527,6,0,1,0,"0"
0.119373744,37,0,1.010828212,14,0,2,0,"0"
0.556481173,32,0,0.177564487,9,0,0,0,"0"
0.209510096,58,0,0.35431355,9,0,1,0,"0"
0,65,0,0.073490378,4,0,0,0,"0"
0.326632204,53,0,0.310153299,9,0,1,0,"0"
0.534584962,44,1,1.282264267,15,0,7,0,"0"
0.073238535,59,0,0.232980549,10,0,1,0,"0"
0.364545436,32,1,0.090161124,2,0,0,0,"0"
0.285888273,42,0,0.434113177,11,0,2,0,"0"
0.504856997,44,0,0.194701325,3,0,0,0,"0"
0.9999999,69,0,0.171391753,4,0,0,0,"0"
0.074052119,74,0,0.417459661,14,0,2,0,"0"
0.615843963,41,0,0.530542838,16,0,4,0,"0"
0.573339112,38,0,0.253286428,10,1,0,0,"1"
0.932263527,47,1,0.261043447,5,0,1,0,"0"
0.011369893,67,0,0.199676201,10,0,2,0,"0"
0.051615923,52,0,72,4,0,0,0,"0"
0.341083606,47,1,0.172850478,8,1,0,0,"0"
0,29,0,0.173413293,5,0,0,0,"0"
0.059514297,36,0,458,8,0,0,0,"0"
0.177592896,53,0,0.18819848,3,0,1,0,"0"
0.719085394,43,0,0.369388628,5,0,1,0,"0"
0.043912362,56,0,0.006461041,5,1,0,0,"0"
0.18586056,65,0,0.965273151,16,0,2,0,"0"
0.010377715,57,0,0.162690298,6,0,1,0,"0"
0.126994228,64,0,0.187633262,4,0,1,0,"0"
0.162929322,64,0,0.169581261,15,0,1,0,"0"
0.877561219,43,0,0.031845954,5,0,0,0,"0"
0.32398664,29,0,0.126692824,8,0,0,0,"0"
0.749542573,33,0,0.211069539,10,0,1,0,"0"
0.041401749,37,0,0.101645491,5,0,0,0,"0"
0.515748113,44,0,0.819416832,8,0,2,0,"0"
0,21,0,0,1,0,0,0,"0"
0,56,0,4,9,0,0,0,"0"
0.472411266,89,2,0.64027671,6,3,0,0,"1"
0.0577568,88,0,0.007890584,3,1,0,0,"0"
0.434732596,60,0,0.152927517,7,0,0,0,"0"
0.764165391,74,0,0.04318143,3,0,0,0,"0"
0.541908669,42,0,0.590578861,9,0,4,0,"0"
0,73,0,1216,3,0,1,0,"0"
0.182605798,28,0,0.150385604,4,0,1,0,"0"
0.644652716,62,0,2.022061358,13,0,2,0,"0"
0.204348934,53,0,0.854930305,10,0,3,0,"0"
0.799340984,47,1,0.029469548,4,0,0,0,"0"
0.085486597,64,0,0.243899169,11,0,2,0,"0"
0.190259226,67,0,1008,8,0,1,0,"0"
0,40,0,0.43404908,4,0,1,0,"0"
0.217074869,34,0,0.05090248,5,0,0,0,"0"
0.04495646,63,0,0.15240501,4,0,1,0,"0"
0.21608863,44,0,0.568799,15,0,1,0,"1"
0.543897074,56,0,0.438481992,3,0,2,0,"0"
0.763077279,47,0,0.750416528,7,0,1,0,"0"
0.575480817,78,0,0.168130081,4,0,0,0,"0"
0.11240922,43,0,0.721400609,6,0,1,0,"1"
0.49123345,51,1,5481,11,0,3,0,"0"
0.011403395,56,0,0.304853663,22,0,2,0,"0"
0.011284145,77,0,0.00211257,5,0,0,0,"0"
0.027171468,68,0,0.498866818,7,0,2,0,"0"
0.755390043,30,0,0.0628681,10,0,0,1,"0"
0.066800414,48,0,0.269455253,12,0,2,0,"0"
0.198327577,74,0,0.057336078,5,0,0,0,"1"
1.014160766,32,0,0.403880521,8,0,1,0,"0"
0.001217285,56,0,0,2,0,0,0,"0"
0.9999999,23,0,0.085975436,3,0,0,0,"0"
0.42263536,40,0,0.421716395,5,0,0,0,"0"
0.176949528,61,0,0.320441989,9,0,1,0,"0"
0.91246432,26,1,0.032961191,2,4,0,0,"0"
0.613650413,35,0,0.25934813,8,0,0,1,"1"
0.769023098,39,0,0.719322663,7,0,1,0,"0"
0.814432406,44,0,0.348235646,16,0,2,0,"0"
0,33,0,0.166458385,5,0,0,0,"0"
0.689688756,75,0,0.1199984,19,0,4,0,"0"
0.305130004,45,0,0.486574012,20,0,2,0,"0"
0.010523558,76,0,7,4,0,0,0,"0"
0.112989728,27,0,0.277326671,5,0,0,0,"0"
0.189325867,43,0,0.568725483,8,0,2,0,"0"
0.372453443,28,0,608,2,0,0,0,"0"
0.682634731,36,1,0.007137759,1,0,0,0,"0"
0.173020726,59,1,0.138660889,16,0,2,0,"0"
0.05649622,68,0,2115,5,0,1,0,"0"
0.02193473,54,0,0.366610671,10,0,2,0,"0"
0.225959718,73,0,2817,17,0,2,0,"0"
0.9999999,26,0,25,0,0,0,0,"0"
0.056431452,53,0,0.0051488,2,0,0,0,"0"
0.105135347,61,0,417,5,0,0,0,"0"
0.129959015,50,0,0.479604079,8,1,1,1,"0"
0.9999999,28,0,104,0,0,0,0,"0"
0.9999999,46,0,0.463407134,3,0,1,0,"1"
0.000333315,31,0,438,6,0,0,0,"0"
0.097819845,47,0,0.24033249,10,0,1,0,"0"
0.637450199,32,0,0.166731745,2,1,0,0,"1"
0.188461576,74,0,0.781284174,23,0,9,0,"0"
0.012191136,48,0,1.140388769,25,0,3,0,"0"
1.076558266,56,1,0.522594365,8,1,1,1,"0"
0.600479509,60,0,0.695576106,14,0,1,0,"0"
0.365070078,31,0,0.264683829,6,0,0,0,"0"
0.1473006,57,0,0.197506234,6,0,0,0,"0"
0.007637424,70,0,0.012302285,8,0,0,0,"0"
0.694905035,26,0,304,10,0,0,0,"0"
0.043466866,45,1,1.353028065,11,0,3,0,"0"
0.116435139,61,0,0.63129832,14,0,2,0,"0"
1.03109328,66,6,0.180750574,15,0,0,1,"1"
0.213885812,56,1,0.407257286,9,0,2,0,"0"
0.000666652,77,0,0.207919095,7,0,1,0,"0"
0.019974627,50,0,0.072285673,7,0,0,0,"0"
0.379357933,35,1,0.281261028,5,0,1,0,"0"
1.28685259,50,0,0.059957173,1,0,0,0,"1"
0.04719528,47,0,14,1,0,0,0,"0"
0.137328756,55,0,3100,17,0,1,0,"0"
